Time (ps),Radius of gyration (A)
5760.0,31.447305163713544
5780.0,31.450476576545732
5800.0,31.43512831536085
5820.0,31.45577704648859
5840.0,31.471491489927857
5860.0,31.449767970383995
5880.0,31.44186794562239
5900.0,31.456240075743484
5920.0,31.45536775154429
5940.0,31.40881602503222
5960.0,31.4432778542026
5980.0,31.47376457467767
6000.0,31.45818165320499
6020.0,31.425392729270946
6040.0,31.45782537348455
6060.0,31.447117293485903
6080.0,31.454479036369857
6100.0,31.429520270762318
6120.0,31.46080877868416
6140.0,31.395454188058643
6160.0,31.454395425686943
6180.0,31.44569029562484
6200.0,31.412614691741787
6220.0,31.4543014647141
6240.0,31.408297326765478
6260.0,31.435766846353484
6280.0,31.391991100522567
6300.0,31.44662705774578
6320.0,31.45284981912472
6340.0,31.439860345107384
6360.0,31.45123617014161
6380.0,31.422522039450246
6400.0,31.448554285322057
6420.0,31.43299130306997
6440.0,31.429945620347674
6460.0,31.425588302493928
6480.0,31.45911446789385
6500.0,31.42623289661493
6520.0,31.449743353224235
6540.0,31.441075645323743
6560.0,31.466930166227506
6580.0,31.443122040123757
6600.0,31.442456087670276
6620.0,31.455769567215018
6640.0,31.46019117872897
6660.0,31.46864801135844
6680.0,31.475551868199275
6700.0,31.468832485690125
6720.0,31.449001360274742
6740.0,31.44308476299671
6760.0,31.435152142737152
6780.0,31.4571612077316
6800.0,31.43116805586224
6820.0,31.43247921990011
6840.0,31.432483222493357
6860.0,31.46632405959841
6880.0,31.45457985773295
6900.0,31.441222141592306
6920.0,31.445577564276288
6940.0,31.433135899749278
6960.0,31.47743924715527
6980.0,31.44331411435117
7000.0,31.456061920094147
7020.0,31.44892975182066
7040.0,31.41802841683729
7060.0,31.44275476173582
7080.0,31.456601777247784
7100.0,31.45176488170257
7120.0,31.44350499788034
7140.0,31.474880396555246
7160.0,31.48290419885569
7180.0,31.452496891468193
7200.0,31.445540652454593
7220.0,31.465206619952333
7240.0,31.432583339735565
7260.0,31.47589759650462
7280.0,31.45734503966973
7300.0,31.462395770428994
7320.0,31.42341262142534
7340.0,31.447258861684805
7360.0,31.44013852824373
7380.0,31.425981167429104
7400.0,31.446795392699013
7420.0,31.44438430624386
7440.0,31.437775187333727
7460.0,31.455191170522287
7480.0,31.445523241736744
7500.0,31.458885449651362
7520.0,31.435211682051612
7540.0,31.45421464074706
7560.0,31.446364729312812
7580.0,31.47489745764378
7600.0,31.468913251246434
7620.0,31.439949409100294
7640.0,31.43449821583348
7660.0,31.435091982471917
7680.0,31.445846062372475
7700.0,31.46950910473303
7720.0,31.45710878602402
7740.0,31.451875539369812
7760.0,31.399177700275136
7780.0,31.423702377399625
7800.0,31.452138791207588
7820.0,31.444288089736226
7840.0,31.447642881524555
7860.0,31.433027936512506
7880.0,31.448344265219028
7900.0,31.45853703826202
7920.0,31.44833223658877
7940.0,31.450759456930452
7960.0,31.420002607349534
7980.0,31.425883441709605
8000.0,31.43812926932684
8020.0,31.399824902638322
8040.0,31.473932942322396
8060.0,31.43326619150842
8080.0,31.43552945038807
8100.0,31.44672283756099
8120.0,31.430406130560833
8140.0,31.437316598759537
8160.0,31.418786082257252
8180.0,31.417032506033078
8200.0,31.414604590154898
8220.0,31.43700734220105
8240.0,31.39976934045933
8260.0,31.405642430857764
8280.0,31.440013785941336
8300.0,31.46624892624343
8320.0,31.478628538186904
8340.0,31.434520409498152
8360.0,31.447108302886626
8380.0,31.417904150856963
8400.0,31.433593904611122
8420.0,31.447521815785734
8440.0,31.476640299395555
8460.0,31.45160424661264
8480.0,31.450761366629788
8500.0,31.47089551836494
8520.0,31.448861699289594
8540.0,31.41773119071969
8560.0,31.48123906833003
8580.0,31.44986271942575
8600.0,31.424792257372687
8620.0,31.424114653341725
8640.0,31.45762379276244
8660.0,31.42048739369868
8680.0,31.446515376543402
8700.0,31.44341650463694
8720.0,31.403672519783438
8740.0,31.44184390545756
8760.0,31.43119334378066
8780.0,31.44624962487862
8800.0,31.437734708382916
8820.0,31.435716517421486
8840.0,31.43439371289096
8860.0,31.430522788671976
8880.0,31.412499457822342
8900.0,31.460716609316272
8920.0,31.441765682039055
8940.0,31.411073986649274
8960.0,31.451160883133873
8980.0,31.456319705513614
9000.0,31.46664485319407
9020.0,31.41447126783305
9040.0,31.455945991556085
9060.0,31.462055665499268
9080.0,31.42704427701023
9100.0,31.441685877793343
9120.0,31.438170966518594
9140.0,31.43340414706723
9160.0,31.44678988650769
9180.0,31.432313555376922
9200.0,31.418174626408046
9220.0,31.429116718226798
9240.0,31.42179633547576
9260.0,31.409491070145634
9280.0,31.434711795584867
9300.0,31.438367285996755
9320.0,31.455130786744366
9340.0,31.451942456557784
9360.0,31.448639218183317
9380.0,31.457349508088246
9400.0,31.429953630080153
9420.0,31.46001535087315
9440.0,31.41673564891689
9460.0,31.446107593174226
9480.0,31.44030114997244
9500.0,31.45395813310286
9520.0,31.432015593321115
9540.0,31.404555046047403
9560.0,31.434377304204798
9580.0,31.45242284494327
9600.0,31.417565463891705
9620.0,31.446939043038768
9640.0,31.408522187315715
9660.0,31.437532654877856
9680.0,31.425746890361605
9700.0,31.446111100642145
9720.0,31.44382214985696
9740.0,31.441898990104487
9760.0,31.42185201695841
9780.0,31.44548674307974
9800.0,31.463750985286858
9820.0,31.432168160561343
9840.0,31.453076434171546
9860.0,31.448372369610883
9880.0,31.409082974128566
9900.0,31.451868890833648
9920.0,31.410664291324537
9940.0,31.427909442591915
9960.0,31.431803987316822
9980.0,31.45415332874837
10000.0,31.427248674854425
10020.0,31.42605256393565
10040.0,31.430901154245824
10060.0,31.414413060125305
10080.0,31.43622154016871
10100.0,31.456670542995052
10120.0,31.445199043439825
10140.0,31.41012195868794
10160.0,31.425124212477748
10180.0,31.410344768443405
10200.0,31.439895344436366
10220.0,31.41846851421539
10240.0,31.43534460726473
10260.0,31.408736852585918
10280.0,31.472956761240578
10300.0,31.470443251803392
10320.0,31.427940763446305
10340.0,31.42536276059828
10360.0,31.4434895817323
10380.0,31.422702337144536
10400.0,31.415249728884845
10420.0,31.443200801891482
10440.0,31.427022498690963
10460.0,31.425579729905763
10480.0,31.427076607932275
10500.0,31.438811298854404
10520.0,31.43274407488479
10540.0,31.406092480628562
10560.0,31.41935078444353
10580.0,31.448838071088435
10600.0,31.431236503909805
10620.0,31.435588228866564
10640.0,31.42619035743178
10660.0,31.461407012531165
10680.0,31.424557319738167
10700.0,31.445820304838005
10720.0,31.474136938583207
10740.0,31.456368664795637
10760.0,31.44136248195479
10780.0,31.424758095916218
10800.0,31.469883074003455
10820.0,31.44601357785235
10840.0,31.45859033684013
10860.0,31.45962390875871
10880.0,31.438488471297934
10900.0,31.44470972020605
10920.0,31.424796267116836
10940.0,31.437493203669842
10960.0,31.43517928238643
10980.0,31.470106572567325
11000.0,31.416957274303638
11020.0,31.43373470089396
11040.0,31.45863194548946
11060.0,31.4546720222784
11080.0,31.461093334414475
11100.0,31.450840518575408
11120.0,31.460627114446968
11140.0,31.43993406430992
11160.0,31.443417737555308
11180.0,31.4525576502379
11200.0,31.463360244447088
11220.0,31.48378698894857
11240.0,31.439801896898004
11260.0,31.469984566074597
11280.0,31.454863920596438
11300.0,31.436798981060875
11320.0,31.433871419104815
11340.0,31.466971346531384
11360.0,31.43077765337197
11380.0,31.45927737218451
11400.0,31.468790231092274
11420.0,31.4446982518399
11440.0,31.4629431727337
11460.0,31.448068282491306
11480.0,31.466293195906545
11500.0,31.440853846318234
11520.0,31.458564793206655
11540.0,31.45617534570618
11560.0,31.465369763715184
11580.0,31.45447754787646
11600.0,31.46018926933235
11620.0,31.456912415646197
11640.0,31.432891765542795
11660.0,31.456280405070007
11680.0,31.449612966342354
11700.0,31.438485169854793
11720.0,31.4625221913018
11740.0,31.47050370722474
11760.0,31.456909786398324
11780.0,31.447714083579985
11800.0,31.45485257196298
11820.0,31.40904532776945
11840.0,31.42936824474002
11860.0,31.440712991239163
11880.0,31.464365883854377
11900.0,31.439444171274932
11920.0,31.465522828471872
11940.0,31.417652308314878
11960.0,31.454452524111648
11980.0,31.46860154686186
12000.0,31.462728769956676
12020.0,31.450236811361385
12040.0,31.429205807486127
12060.0,31.467425349158965
12080.0,31.432978741572814
12100.0,31.42898899132202
12120.0,31.460726087512576
12140.0,31.420679073887904
12160.0,31.453693404899095
12180.0,31.470696043594703
12200.0,31.451114951924936
12220.0,31.452277866606227
12240.0,31.4716255857646
12260.0,31.44441377421045
12280.0,31.434818625332433
12300.0,31.459770427923893
12320.0,31.439097991436984
12340.0,31.440958365352596
12360.0,31.437939137438462
12380.0,31.44033556689647
12400.0,31.446510247832215
12420.0,31.417615253321458
12440.0,31.421627546606743
12460.0,31.43577635045639
12480.0,31.483509598460923
12500.0,31.43164126222897
12520.0,31.401798419292398
12540.0,31.445219435284947
12560.0,31.412964344491364
12580.0,31.459875225745687
12600.0,31.452359771873326
12620.0,31.447736493038654
12640.0,31.455224762166083
12660.0,31.46369669365404
12680.0,31.46047476461229
12700.0,31.4197605816633
12720.0,31.424345735733773
12740.0,31.442309158822653
12760.0,31.44091962285027
12780.0,31.40714737788424
12800.0,31.435919892615544
12820.0,31.423407622075015
12840.0,31.47101659470921
12860.0,31.427685058987095
12880.0,31.428725866925358
12900.0,31.480228148995675
12920.0,31.445426013678418
12940.0,31.46911673959322
12960.0,31.506468284981402
12980.0,31.486677679796177
13000.0,31.458950599276502
13020.0,31.473046258587885
13040.0,31.482790756843
13060.0,31.462106146863775
13080.0,31.472281971752846
13100.0,31.474003714956275
13120.0,31.480583887736483
13140.0,31.445758885718856
13160.0,31.495205532626905
13180.0,31.492611150180803
13200.0,31.44102775880454
13220.0,31.470478711163448
13240.0,31.47382587702994
13260.0,31.42717740826521
13280.0,31.45268482398114
13300.0,31.462593964552614
13320.0,31.458236819174843
13340.0,31.460107145366536
13360.0,31.429426642941266
13380.0,31.448919630276954
13400.0,31.45221974304279
13420.0,31.430694214832428
13440.0,31.421766727617236
13460.0,31.456039632466553
13480.0,31.416883061459696
13500.0,31.44743060233055
13520.0,31.443572400937253
13540.0,31.426533005331482
13560.0,31.389758821551368
13580.0,31.435501026835638
13600.0,31.42853955135196
13620.0,31.441554391416883
13640.0,31.448558305774142
13660.0,31.425202579491057
13680.0,31.44759210704966
13700.0,31.43578242130746
13720.0,31.423499413504487
13740.0,31.418964116253374
13760.0,31.44553345540125
13780.0,31.458998079300244
13800.0,31.413171584414112
13820.0,31.419478802712938
13840.0,31.389243842543387
13860.0,31.4497130644466
13880.0,31.430497044532206
13900.0,31.461278048182614
13920.0,31.42194920828337
13940.0,31.47801526956668
13960.0,31.41988547321851
13980.0,31.39327062536444
14000.0,31.449757080731683
14020.0,31.423439654959733
14040.0,31.430747819791257
14060.0,31.41661798371234
14080.0,31.43070222601433
14100.0,31.41790737397407
14120.0,31.425518446203903
14140.0,31.42117686563404
14160.0,31.419930475087895
14180.0,31.42941237542721
14200.0,31.442510860647086
14220.0,31.399028034684807
14240.0,31.453944905927234
14260.0,31.440191185912916
14280.0,31.42846567071478
14300.0,31.45516762135853
14320.0,31.42251610136591
14340.0,31.424303893248574
14360.0,31.44203446797784
14380.0,31.434003654971754
14400.0,31.461773055569438
14420.0,31.436706504794696
14440.0,31.44942524516801
14460.0,31.425905790087718
14480.0,31.39018182022113
14500.0,31.442149724620087
14520.0,31.426012552744954
14540.0,31.451284972764366
14560.0,31.419427890652027
14580.0,31.452023609048876
14600.0,31.4399406019317
14620.0,31.44575324562894
14640.0,31.44211382524016
14660.0,31.446857223137524
14680.0,31.449863298816744
14700.0,31.426346057129418
14720.0,31.43912116061426
14740.0,31.43639692581614
14760.0,31.44103080307364
14780.0,31.435178347075823
14800.0,31.414278568392962
14820.0,31.44966543875841
14840.0,31.421268876068428
14860.0,31.41676810527987
14880.0,31.4067520273834
14900.0,31.452555279687
14920.0,31.425361797260116
14940.0,31.427169991165172
14960.0,31.445717356416516
14980.0,31.45124317632775
15000.0,31.439491145544714
15020.0,31.452338544551374
15040.0,31.445301104161626
15060.0,31.4319469321753
15080.0,31.428482475157146
15100.0,31.390710181883712
15120.0,31.437093202985306
15140.0,31.40688008158687
15160.0,31.445790330090354
15180.0,31.39472267192844
15200.0,31.412992739666553
15220.0,31.386318926456546
15240.0,31.444497080280247
15260.0,31.43217860971444
15280.0,31.45874203251045
15300.0,31.451237520760333
15320.0,31.43474797582212
15340.0,31.451165250913057
15360.0,31.41384596797691
15380.0,31.41305244327589
15400.0,31.41185968490499
15420.0,31.436022246625292
15440.0,31.40938942276028
15460.0,31.376451427442728
15480.0,31.463975805198114
15500.0,31.416547733025027
15520.0,31.408538588168266
15540.0,31.44935053696476
15560.0,31.41659684998476
15580.0,31.442573811701667
15600.0,31.43657062243827
15620.0,31.446159310846806
15640.0,31.438944774949398
15660.0,31.44494305201174
15680.0,31.41300657398149
15700.0,31.384602767601628
15720.0,31.43248523794633
15740.0,31.424799187357834
15760.0,31.40524324875322
15780.0,31.408456625210874
15800.0,31.417755555294914
15820.0,31.430522951014847
15840.0,31.4362717727442
15860.0,31.43219562742524
15880.0,31.41116052167829
15900.0,31.41545837597646
15920.0,31.41325187258272
15940.0,31.41895161674161
15960.0,31.40873394955746
15980.0,31.421017989701376
16000.0,31.401208404479267
16020.0,31.407592569397423
16040.0,31.444405858693397
16060.0,31.418541953043334
16080.0,31.388673959452767
16100.0,31.41002666732796
16120.0,31.477572937867816
16140.0,31.415148259656696
16160.0,31.391115005580257
16180.0,31.443600971056707
16200.0,31.40778609587243
16220.0,31.444188612811885
16240.0,31.41493418705248
16260.0,31.402397488910534
16280.0,31.43382218351364
16300.0,31.398001884935912
16320.0,31.43136940490282
16340.0,31.452291273979647
16360.0,31.418991672209454
16380.0,31.429579655708473
16400.0,31.392762705807044
16420.0,31.418934633742513
16440.0,31.39804595970777
16460.0,31.409903726515434
16480.0,31.41715076906391
16500.0,31.433147418197766
16520.0,31.411352400081448
16540.0,31.406923383786832
16560.0,31.43271411272611
16580.0,31.435276577725375
16600.0,31.41048289410927
16620.0,31.42942484375502
16640.0,31.415079163400467
16660.0,31.42076994991772
16680.0,31.40505778893511
16700.0,31.402901910601297
16720.0,31.4012004790731
16740.0,31.43339137296178
16760.0,31.420934905505018
16780.0,31.426375764029473
16800.0,31.430083417113117
16820.0,31.40180719965987
16840.0,31.436747201267103
16860.0,31.416736568825897
16880.0,31.407853671549358
16900.0,31.40738187266447
16920.0,31.42341427289998
16940.0,31.44069706371084
16960.0,31.4107128460579
16980.0,31.39172449573791
17000.0,31.42828444121535
17020.0,31.422669053538243
17040.0,31.411010052410997
17060.0,31.408416776121854
17080.0,31.386627138786984
17100.0,31.407089477530292
17120.0,31.3571454384628
17140.0,31.38088473982128
17160.0,31.439109733213364
17180.0,31.40909661896039
17200.0,31.413587300957406
17220.0,31.423609036702384
17240.0,31.422262107572518
17260.0,31.406278446868484
17280.0,31.3753624493071
17300.0,31.430924362314524
17320.0,31.42674473387647
17340.0,31.388047893008114
17360.0,31.417836148125332
17380.0,31.408759981361904
17400.0,31.394157984841105
17420.0,31.41775022460423
17440.0,31.431797163608508
17460.0,31.3814483148842
17480.0,31.454784604506465
17500.0,31.36287150771223
17520.0,31.40199576715439
17540.0,31.418994235233104
17560.0,31.405572486723965
17580.0,31.409760033515578
17600.0,31.429575755920077
17620.0,31.40929845854319
17640.0,31.392301176273016
17660.0,31.390002795055743
17680.0,31.39509558922135
17700.0,31.41418426326424
17720.0,31.394756858296308
17740.0,31.409270741904034
17760.0,31.377286294604602
17780.0,31.401855935275904
17800.0,31.399924202661825
17820.0,31.40661996345742
17840.0,31.376059526878787
17860.0,31.382890442035546
17880.0,31.39575026446618
17900.0,31.38829487225727
17920.0,31.39288058722706
17940.0,31.375731576152965
17960.0,31.349827935894652
17980.0,31.376985616720074
18000.0,31.386307293632207
18020.0,31.410519788481356
18040.0,31.400709798004396
18060.0,31.38630665700911
18080.0,31.351392870432118
18100.0,31.402141718042497
18120.0,31.404946344461255
18140.0,31.377410822169832
18160.0,31.387886562641167
18180.0,31.388648986496186
18200.0,31.38708808560206
18220.0,31.377687551349556
18240.0,31.40222078486631
18260.0,31.397225740718817
18280.0,31.42180420327882
18300.0,31.37046096367146
18320.0,31.385357207952225
18340.0,31.427888086602618
18360.0,31.366974271991605
18380.0,31.399383516788664
18400.0,31.381533678416236
18420.0,31.435586150800873
18440.0,31.357136328923698
18460.0,31.400969835448006
18480.0,31.402498004571175
18500.0,31.381713250024674
18520.0,31.396906991314395
18540.0,31.375569370580664
18560.0,31.395872038485866
18580.0,31.42271583014548
18600.0,31.38164030651604
18620.0,31.393447849291164
18640.0,31.40253179729731
18660.0,31.424957635691896
18680.0,31.419234006149733
18700.0,31.401212509229158
18720.0,31.414900414240634
18740.0,31.40342751241679
18760.0,31.424050042158086
18780.0,31.4310007727887
18800.0,31.412274412715746
18820.0,31.446191590173235
18840.0,31.41394958461111
18860.0,31.401828338700675
18880.0,31.405785024562437
18900.0,31.417974744388424
18920.0,31.40634220917603
18940.0,31.442563317114814
18960.0,31.41581001313871
18980.0,31.428175474872702
19000.0,31.407773852534167
19020.0,31.373604079630045
19040.0,31.435497809506888
19060.0,31.421526805090593
19080.0,31.408190571659556
19100.0,31.39689064957786
19120.0,31.403354370734586
19140.0,31.404137433144232
19160.0,31.40838645551779
19180.0,31.42193297277793
19200.0,31.40123877764018
19220.0,31.402973192879283
19240.0,31.39983540432554
19260.0,31.400102479499456
19280.0,31.38497660649484
19300.0,31.410547693466317
19320.0,31.42020205116791
19340.0,31.40332778988348
19360.0,31.414947692866043
19380.0,31.4185563670708
19400.0,31.379681902665666
19420.0,31.38930615574468
19440.0,31.425231938444355
19460.0,31.39828714205195
19480.0,31.387486477599914
19500.0,31.39571403445527
19520.0,31.40888564499253
19540.0,31.441683777700316
19560.0,31.42563695679344
19580.0,31.407273115063497
19600.0,31.401807954151238
19620.0,31.36212615857703
19640.0,31.392069002175717
19660.0,31.444991452714802
19680.0,31.4030532070657
19700.0,31.408132544957564
19720.0,31.40197595568609
19740.0,31.383940171213112
19760.0,31.383065500280654
19780.0,31.38621218028073
19800.0,31.395948167989275
19820.0,31.405359587075594
19840.0,31.391748840516236
19860.0,31.38645415230256
19880.0,31.42571551988855
19900.0,31.3875025373396
19920.0,31.420899755112508
19940.0,31.40801436520579
19960.0,31.42754487342753
19980.0,31.39942085424895
20000.0,31.37852428075161
20020.0,31.396713762604094
20040.0,31.405944898268615
20060.0,31.414706978081476
20080.0,31.41978411863778
20100.0,31.381816503887585
20120.0,31.38496863081808
20140.0,31.428924837445695
20160.0,31.397252805986863
20180.0,31.413407864269224
20200.0,31.35522028111707
20220.0,31.38502753706026
20240.0,31.428317234032466
20260.0,31.38729195500256
20280.0,31.400798144141138
20300.0,31.369483803509322
20320.0,31.36656345292498
20340.0,31.404980178815663
20360.0,31.4012412523018
20380.0,31.384153760758515
20400.0,31.394543060081823
20420.0,31.35878156902447
20440.0,31.391145180791916
20460.0,31.407740289159516
20480.0,31.411910672044534
20500.0,31.391525360942953
20520.0,31.362040565018226
20540.0,31.394539940497893
20560.0,31.40213602671971
20580.0,31.384764530571424
20600.0,31.402680062994992
20620.0,31.378330129463816
20640.0,31.380455047357824
20660.0,31.371476869502803
20680.0,31.37030456376985
20700.0,31.381296020744475
20720.0,31.36873719112864
20740.0,31.368431806379427
20760.0,31.382061170906375
20780.0,31.360166675902946
20800.0,31.381646986252544
20820.0,31.388995240368246
20840.0,31.389865411853794
20860.0,31.379443114186945
20880.0,31.371011869516998
20900.0,31.368728801296268
20920.0,31.39005550627816
20940.0,31.40180579614371
20960.0,31.403553648656008
20980.0,31.369017196037667
21000.0,31.3954581880437
21020.0,31.371718446838255
21040.0,31.394279327131912
21060.0,31.364782438257336
21080.0,31.390766789681575
21100.0,31.395338309575635
21120.0,31.391817534236175
21140.0,31.35432241684005
21160.0,31.364732650758672
21180.0,31.408924679990427
21200.0,31.359752052773796
21220.0,31.398819678122393
21240.0,31.36945775540109
21260.0,31.370661895218884
21280.0,31.394700457159225
21300.0,31.375523527442255
21320.0,31.392598397641596
21340.0,31.354673632235023
21360.0,31.39786076084737
21380.0,31.38071721764023
21400.0,31.383462930942684
21420.0,31.36034661350325
21440.0,31.40095573926314
21460.0,31.406206652489942
21480.0,31.378692147560308
21500.0,31.373199623483085
21520.0,31.38642513570148
21540.0,31.386797857177033
